Territory,Gender,Age,Scholarity,Year,N_of_people
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2011,14.893
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2012,14.156
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2013,14.245
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2014,14.74
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2015,15.415
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2016,15.266
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2017,15.427
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2018,15.935
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2019,16.3
Valle d'Aosta / Vallée d'Aoste,male,>15,diploma 4-5 years (maturity),2020,16.421
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2011,4.435
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2012,5.26
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2013,5.626
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2014,5.167
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2015,5.212
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2016,5.193
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2017,5.744
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2018,5.881
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2019,5.829
Valle d'Aosta / Vallée d'Aoste,male,>15,undergraduate and postgraduate,2020,5.948
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2011,14.189
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2012,13.148
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2013,12.613
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2014,12.202
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2015,11.845
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2016,11.124
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2017,10.12
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2018,9.594
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2019,9.226
Valle d'Aosta / Vallée d'Aoste,female,>15,"elementary school certificate, no educational qualifications",2020,9.162
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2011,18.654
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2012,18.338
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2013,17.823
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2014,18.297
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2015,18.854
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2016,18.331
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2017,18.407
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2018,18.193
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2019,17.563
Valle d'Aosta / Vallée d'Aoste,female,>15,middle school certificate,2020,17.644
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2011,3.045
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2012,3.267
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2013,3.217
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2014,3.293
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2015,2.773
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2016,2.979
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2017,2.882
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2018,3.115
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2019,3.261
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 2-3 years (professional qualification),2020,3.415
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2011,14.872
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2012,14.944
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2013,15.304
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2014,15.753
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2015,15.839
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2016,16.176
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2017,15.82
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2018,15.841
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2019,16.741
Valle d'Aosta / Vallée d'Aoste,female,>15,diploma 4-5 years (maturity),2020,16.608
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2011,5.244
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2012,6.435
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2013,7.389
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2014,7
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2015,7.178
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2016,7.599
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2017,8.785
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2018,9.077
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2019,8.987
Valle d'Aosta / Vallée d'Aoste,female,>15,undergraduate and postgraduate,2020,8.997
Liguria,male,>15,"elementary school certificate, no educational qualifications",2011,110.226
Liguria,male,>15,"elementary school certificate, no educational qualifications",2012,104.475
Liguria,male,>15,"elementary school certificate, no educational qualifications",2013,101.998
Liguria,male,>15,"elementary school certificate, no educational qualifications",2014,95.644
Liguria,male,>15,"elementary school certificate, no educational qualifications",2015,88.385
Liguria,male,>15,"elementary school certificate, no educational qualifications",2016,82.886
Liguria,male,>15,"elementary school certificate, no educational qualifications",2017,85.103
Liguria,male,>15,"elementary school certificate, no educational qualifications",2018,68.872
Liguria,male,>15,"elementary school certificate, no educational qualifications",2019,63.819
Liguria,male,>15,"elementary school certificate, no educational qualifications",2020,63.215
Liguria,male,>15,middle school certificate,2011,208.702
Liguria,male,>15,middle school certificate,2012,211.102
Liguria,male,>15,middle school certificate,2013,220.699
Liguria,male,>15,middle school certificate,2014,224.426
Liguria,male,>15,middle school certificate,2015,225.91
Liguria,male,>15,middle school certificate,2016,225.226
Liguria,male,>15,middle school certificate,2017,217.994
Liguria,male,>15,middle school certificate,2018,218.512
Liguria,male,>15,middle school certificate,2019,210.015
Liguria,male,>15,middle school certificate,2020,206.673
Liguria,male,>15,diploma 2-3 years (professional qualification),2011,43.234
Liguria,male,>15,diploma 2-3 years (professional qualification),2012,46.611
Liguria,male,>15,diploma 2-3 years (professional qualification),2013,37.52
Liguria,male,>15,diploma 2-3 years (professional qualification),2014,38.84
Liguria,male,>15,diploma 2-3 years (professional qualification),2015,37.678
Liguria,male,>15,diploma 2-3 years (professional qualification),2016,39.785
Liguria,male,>15,diploma 2-3 years (professional qualification),2017,41.195
Liguria,male,>15,diploma 2-3 years (professional qualification),2018,41.877
Liguria,male,>15,diploma 2-3 years (professional qualification),2019,48.135
Liguria,male,>15,diploma 2-3 years (professional qualification),2020,41.559
Liguria,male,>15,diploma 4-5 years (maturity),2011,210.334
Liguria,male,>15,diploma 4-5 years (maturity),2012,211.159
Liguria,male,>15,diploma 4-5 years (maturity),2013,202.242
Liguria,male,>15,diploma 4-5 years (maturity),2014,212.685
Liguria,male,>15,diploma 4-5 years (maturity),2015,214.079
Liguria,male,>15,diploma 4-5 years (maturity),2016,216.114
Liguria,male,>15,diploma 4-5 years (maturity),2017,221.61
Liguria,male,>15,diploma 4-5 years (maturity),2018,223.108
Liguria,male,>15,diploma 4-5 years (maturity),2019,226.415
Liguria,male,>15,diploma 4-5 years (maturity),2020,235.198
Liguria,male,>15,undergraduate and postgraduate,2011,83.213
Liguria,male,>15,undergraduate and postgraduate,2012,82.785
Liguria,male,>15,undergraduate and postgraduate,2013,95.027
Liguria,male,>15,undergraduate and postgraduate,2014,85.482
Liguria,male,>15,undergraduate and postgraduate,2015,87.988
Liguria,male,>15,undergraduate and postgraduate,2016,86.772
Liguria,male,>15,undergraduate and postgraduate,2017,83.316
Liguria,male,>15,undergraduate and postgraduate,2018,94.747
Liguria,male,>15,undergraduate and postgraduate,2019,96.512
Liguria,male,>15,undergraduate and postgraduate,2020,96.11
Liguria,female,>15,"elementary school certificate, no educational qualifications",2011,178.537
Liguria,female,>15,"elementary school certificate, no educational qualifications",2012,176.047
Liguria,female,>15,"elementary school certificate, no educational qualifications",2013,168.642
Liguria,female,>15,"elementary school certificate, no educational qualifications",2014,155.663
Liguria,female,>15,"elementary school certificate, no educational qualifications",2015,149.925
Liguria,female,>15,"elementary school certificate, no educational qualifications",2016,145.562
Liguria,female,>15,"elementary school certificate, no educational qualifications",2017,138.051
Liguria,female,>15,"elementary school certificate, no educational qualifications",2018,127.001
Liguria,female,>15,"elementary school certificate, no educational qualifications",2019,121.723
Liguria,female,>15,"elementary school certificate, no educational qualifications",2020,117.953
Liguria,female,>15,middle school certificate,2011,203.366
Liguria,female,>15,middle school certificate,2012,210.596
Liguria,female,>15,middle school certificate,2013,208.577
Liguria,female,>15,middle school certificate,2014,210.765
Liguria,female,>15,middle school certificate,2015,210.087
Liguria,female,>15,middle school certificate,2016,214.032
Liguria,female,>15,middle school certificate,2017,215.325
Liguria,female,>15,middle school certificate,2018,209.44
Liguria,female,>15,middle school certificate,2019,199.764
Liguria,female,>15,middle school certificate,2020,203.417
Liguria,female,>15,diploma 2-3 years (professional qualification),2011,52.643
Liguria,female,>15,diploma 2-3 years (professional qualification),2012,47.75
Liguria,female,>15,diploma 2-3 years (professional qualification),2013,45.852
Liguria,female,>15,diploma 2-3 years (professional qualification),2014,43.71
Liguria,female,>15,diploma 2-3 years (professional qualification),2015,45.95
Liguria,female,>15,diploma 2-3 years (professional qualification),2016,43.797
Liguria,female,>15,diploma 2-3 years (professional qualification),2017,45.992
Liguria,female,>15,diploma 2-3 years (professional qualification),2018,43.206
Liguria,female,>15,diploma 2-3 years (professional qualification),2019,43.245
Liguria,female,>15,diploma 2-3 years (professional qualification),2020,40.678
Liguria,female,>15,diploma 4-5 years (maturity),2011,205.384
Liguria,female,>15,diploma 4-5 years (maturity),2012,196.991
Liguria,female,>15,diploma 4-5 years (maturity),2013,209.214
Liguria,female,>15,diploma 4-5 years (maturity),2014,214.488
Liguria,female,>15,diploma 4-5 years (maturity),2015,214.299
Liguria,female,>15,diploma 4-5 years (maturity),2016,212.556
Liguria,female,>15,diploma 4-5 years (maturity),2017,209.996
Liguria,female,>15,diploma 4-5 years (maturity),2018,212.201
Liguria,female,>15,diploma 4-5 years (maturity),2019,228.38
Liguria,female,>15,diploma 4-5 years (maturity),2020,226.819
Liguria,female,>15,undergraduate and postgraduate,2011,102.308
Liguria,female,>15,undergraduate and postgraduate,2012,109.91
Liguria,female,>15,undergraduate and postgraduate,2013,107.913
Liguria,female,>15,undergraduate and postgraduate,2014,113.052
Liguria,female,>15,undergraduate and postgraduate,2015,113.066
Liguria,female,>15,undergraduate and postgraduate,2016,112.424
Liguria,female,>15,undergraduate and postgraduate,2017,115.042
Liguria,female,>15,undergraduate and postgraduate,2018,128.197
Liguria,female,>15,undergraduate and postgraduate,2019,123.725
Liguria,female,>15,undergraduate and postgraduate,2020,124.547
Lombardia,male,>15,"elementary school certificate, no educational qualifications",2011,643.932
Lombardia,male,>15,"elementary school certificate, no educational qualifications",2012,633.492
Lombardia,male,>15,"elementary school certificate, no educational qualifications",2013,609.773
Lombardia,male,>15,"elementary school certificate, no educational qualifications",2014,571.779
Lombardia,male,>15,"elementary school certificate, no educational qualifications",2015,553.459
